"2","Parsed with column specification:
cols(
  .default = col_integer(),
  Date = col_date(format = """"),
  County = col_character(),
  Town = col_character(),
  Village = col_character(),
  VillageID = col_character(),
  VillageLon = col_character(),
  VillageLat = col_character(),
  AreaType = col_character(),
  InspectType = col_character(),
  BI = col_double(),
  AIAeg = col_double(),
  AIAlb = col_double(),
  HI = col_double(),
  HIAeg = col_double(),
  CI = col_double(),
  LI = col_double(),
  AI = col_double(),
  Con100HH = col_double()
)
"
"2","See spec(...) for full column specifications.
"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   0%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","                                                                      "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","="
"1","                                                                     "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","="
"1","                                                                     "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","="
"1","                                                                     "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","="
"1","                                                                     "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","="
"1","                                                                     "
"1","|"
"1","   1%"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   1%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   1%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   2%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","="
"1","                                                             "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    1 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   3%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","=="
"1","                                                            "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   4%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    2 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   5%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","==="
"1","                                                           "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   6%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    3 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","===="
"1","                                                          "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   7%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    4 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   8%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","====="
"1","                                                         "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","   9%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    5 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    6 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    6 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    6 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    6 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  10%    6 MB"
"1",""
"1","|"
"1","======"
"1","                                                        "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  11%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    6 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","======="
"1","                                                       "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  12%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  13%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  14%    7 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========"
"1","                                                      "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  14%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","========="
"1","                                                     "
"1","|"
"1","  15%    8 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  15%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  16%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","=========="
"1","                                                    "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  17%    9 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  17%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  17%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  17%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  17%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","==========="
"1","                                                   "
"1","|"
"1","  18%   10 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   10 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   10 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   10 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   10 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   10 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  19%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============"
"1","                                                  "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  20%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   11 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  21%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","============="
"1","                                                 "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  22%   12 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  23%   13 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  23%   13 MB"
"1",""
"1","|"
"1","=============="
"1","                                                "
"1","|"
"1","  23%   13 MB"
"1",""
"1","|"
